task_id,model_version,clarity_score,motion_score,style_score,human_score,complaint_flag
T00001422,Model_A,2.88,2.36,3.23,2.9,0
T00001423,Model_A,4.12,3.2,2.78,3.15,0
T00001424,Model_A,3.23,5.0,2.94,3.57,0
T00001427,Model_A,3.78,3.01,3.77,3.35,0
T00001429,Model_A,3.33,4.33,3.42,3.85,0
T00001432,Model_A,3.5,3.3,3.9,3.33,0
T00001439,Model_A,3.95,3.39,3.65,3.65,0
T00001441,Model_A,3.26,3.31,3.72,3.14,0
T00001442,Model_A,3.86,4.19,3.12,3.73,0
T00001443,Model_A,3.39,3.06,3.36,3.18,0
T00001444,Model_A,3.18,3.17,3.84,3.39,0
T00001447,Model_A,2.94,3.56,2.99,3.26,0
T00001448,Model_A,4.41,2.88,4.13,3.75,0
T00001454,Model_A,3.83,3.58,2.94,3.16,0
T00001457,Model_A,3.11,3.3,3.89,3.48,0
T00001458,Model_A,3.85,3.69,3.11,3.52,0
T00001461,Model_A,3.01,3.61,3.94,3.58,0
T00001463,Model_A,2.88,3.51,3.4,3.23,0
T00001464,Model_A,3.56,4.91,3.82,4.18,0
T00001465,Model_A,2.99,3.03,3.03,3.05,0
T00001470,Model_A,3.66,3.31,3.95,3.63,0
T00001473,Model_A,4.17,3.7,2.89,3.38,0
T00001474,Model_A,3.76,3.47,3.27,3.47,0
T00001479,Model_A,3.61,3.51,3.77,3.59,0
T00001482,Model_A,4.21,3.42,3.68,3.59,0
T00001483,Model_A,3.68,3.51,2.73,3.68,0
T00001485,Model_A,4.08,2.95,2.2,3.29,0
T00001492,Model_A,3.38,3.89,3.21,3.69,0
T00001496,Model_A,3.13,3.29,3.71,3.34,0
T00001502,Model_A,4.01,3.57,3.92,3.85,0
T00001504,Model_A,3.45,4.5,2.94,3.81,0
T00001506,Model_A,3.54,3.28,3.6,3.13,0
T00001515,Model_A,2.96,4.12,3.85,3.68,0
T00001516,Model_A,4.61,3.01,2.99,3.68,0
T00001518,Model_A,3.92,3.68,2.77,3.5,0
T00001519,Model_A,4.64,4.06,3.3,3.97,0
T00001521,Model_A,3.79,3.73,3.19,3.77,0
T00001522,Model_A,3.8,4.04,3.2,3.82,0
T00001524,Model_A,2.77,3.54,2.72,3.1,0
T00001527,Model_A,3.55,2.97,3.12,3.26,0
T00001529,Model_A,2.94,3.15,3.02,3.18,0
T00001531,Model_A,3.9,3.05,3.9,3.47,0
T00001532,Model_A,3.99,2.91,3.76,3.79,0
T00001537,Model_A,4.11,3.91,3.09,3.72,0
T00001539,Model_A,4.69,4.18,2.25,4.17,0
T00001541,Model_A,4.11,3.25,3.94,3.8,0
T00001545,Model_A,3.57,2.93,2.85,3.22,0
T00001546,Model_A,3.94,3.79,3.78,4.01,0
T00001549,Model_A,3.37,3.6,3.55,3.67,0
T00001551,Model_A,3.46,3.76,2.28,3.22,0
T00001552,Model_A,3.93,3.94,2.81,3.56,0
T00001553,Model_A,2.63,3.03,2.22,2.44,0
T00001555,Model_A,4.62,3.47,3.26,3.94,0
T00001557,Model_A,3.62,3.11,3.54,3.05,0
T00001558,Model_A,3.38,3.7,3.61,3.67,0
T00001559,Model_A,3.64,3.4,3.36,3.56,0
T00001560,Model_A,4.38,4.46,3.51,4.22,0
T00001562,Model_A,3.18,2.83,2.83,3.19,0
T00001563,Model_A,3.74,3.59,4.27,3.61,0
T00001569,Model_A,3.68,3.04,3.75,3.28,0
T00001571,Model_A,4.16,3.73,3.75,3.59,0
T00001572,Model_A,4.0,2.97,3.99,3.72,0
T00001573,Model_A,4.29,2.99,3.48,3.52,0
T00001577,Model_A,4.57,3.63,4.16,4.5,0
T00001579,Model_A,3.47,4.16,3.12,3.73,0
T00001580,Model_A,3.36,3.24,3.62,3.23,0
T00001581,Model_A,3.46,3.13,3.64,3.22,0
T00001582,Model_A,2.88,3.04,4.14,3.42,0
T00001583,Model_A,2.76,3.61,3.44,3.31,0
T00001586,Model_A,3.13,2.41,4.12,3.07,0
T00001591,Model_A,3.65,3.83,4.04,4.14,0
T00001594,Model_A,3.26,3.23,3.75,3.11,0
T00001597,Model_A,4.06,4.18,4.47,4.37,0
T00001599,Model_A,3.92,3.38,3.8,3.66,0
T00001603,Model_A,3.02,3.11,3.81,3.36,0
T00001604,Model_A,2.52,2.92,3.16,2.87,0
T00001608,Model_A,4.26,3.87,3.21,4.01,0
T00001611,Model_A,3.14,4.49,3.89,3.38,0
T00001614,Model_A,3.92,4.3,3.75,4.35,0
T00001615,Model_A,3.24,4.09,3.71,3.65,1
T00001616,Model_A,2.87,2.86,4.35,3.07,0
T00001617,Model_A,3.33,3.61,4.03,3.62,0
T00001619,Model_A,3.52,3.75,4.31,3.83,0
T00001621,Model_A,3.59,2.89,3.92,3.34,0
T00001622,Model_A,4.1,3.6,3.5,3.73,0
T00001623,Model_A,3.73,3.52,3.29,3.36,0
T00001624,Model_A,3.86,2.86,3.06,3.19,0
T00001630,Model_A,3.81,4.01,2.81,3.62,0
T00001631,Model_A,3.03,3.61,3.47,3.51,1
T00001640,Model_A,4.1,3.52,3.45,3.78,0
T00001641,Model_A,3.77,4.12,3.7,3.85,0
T00001642,Model_A,3.95,3.16,3.06,3.14,0
T00001644,Model_A,2.99,4.05,4.19,3.86,0
T00001646,Model_A,4.82,4.06,4.02,4.59,0
T00001647,Model_A,3.54,3.97,3.74,3.75,0
T00001648,Model_A,3.77,2.77,3.72,3.53,0
T00001650,Model_A,2.56,3.3,3.45,3.39,0
T00001651,Model_A,2.98,3.84,3.21,3.66,0
T00001654,Model_A,3.48,3.65,2.5,3.32,0
T00001659,Model_A,3.57,3.53,3.17,3.4,0
T00001661,Model_A,3.32,3.6,4.5,3.77,0
T00001662,Model_A,4.25,4.38,3.0,3.79,0
T00001664,Model_A,3.21,3.49,3.91,3.5,0
T00001668,Model_A,3.81,4.02,3.28,3.87,0
T00001669,Model_A,4.36,3.01,3.75,3.7,0
T00001673,Model_A,3.78,3.24,3.52,3.44,0
T00001677,Model_A,3.96,2.94,3.28,3.6,0
T00001681,Model_A,4.12,3.89,3.52,3.82,0
T00001683,Model_A,3.78,4.03,3.22,3.89,0
T00001686,Model_A,3.65,3.61,3.86,3.53,1
T00001689,Model_A,3.32,3.43,4.23,3.56,0
T00001690,Model_A,3.62,3.94,3.54,3.37,0
T00001693,Model_A,4.67,3.75,3.59,4.03,0
T00001696,Model_A,3.5,4.31,4.12,3.93,0
T00001701,Model_A,3.9,3.42,3.18,3.33,0
T00001703,Model_A,3.44,3.98,2.79,3.3,1
T00001707,Model_A,3.92,3.42,3.01,3.5,0
T00001712,Model_A,3.17,3.2,2.74,2.94,0
T00001716,Model_A,3.11,3.37,3.48,3.27,0
T00001717,Model_A,2.67,4.07,2.97,3.05,0
T00001728,Model_A,2.93,3.53,3.99,3.69,0
T00001731,Model_A,3.38,4.18,4.13,3.63,0
T00001736,Model_A,3.71,3.08,3.51,3.42,0
T00001737,Model_A,3.57,3.52,3.66,3.35,0
T00001739,Model_A,3.12,3.56,3.74,3.56,0
T00001742,Model_A,4.07,2.77,2.67,3.34,0
T00001747,Model_A,2.68,3.73,3.86,3.46,0
T00001748,Model_A,3.79,2.63,3.5,3.43,0
T00001749,Model_A,4.11,3.46,3.0,3.36,0
T00001752,Model_A,3.66,4.6,3.74,3.93,0
T00001753,Model_A,4.21,3.62,3.03,3.67,0
T00001754,Model_A,3.21,3.93,3.32,3.47,0
T00001756,Model_A,2.83,3.76,2.6,3.38,0
T00001757,Model_A,4.2,4.25,3.05,3.98,0
T00001759,Model_A,3.18,3.66,3.43,3.48,0
T00001763,Model_A,4.05,3.28,3.36,3.9,0
T00001764,Model_A,3.31,3.39,4.21,3.56,0
T00001773,Model_A,3.2,3.71,3.46,3.37,0
T00001777,Model_A,3.24,3.76,3.48,3.42,0
T00001783,Model_A,3.66,3.82,2.86,3.74,0
T00001789,Model_A,3.61,3.44,3.23,3.43,0
T00001793,Model_A,3.2,3.34,2.6,2.8,0
T00001794,Model_A,3.7,4.03,4.19,4.0,0
T00001798,Model_A,4.07,4.16,3.16,3.85,0
T00001799,Model_A,3.57,3.73,3.62,3.58,0
T00001803,Model_A,3.49,2.96,3.81,3.26,0
T00001807,Model_A,3.66,4.45,3.23,3.94,0
T00001809,Model_A,3.32,3.79,3.39,3.26,0
T00001816,Model_A,3.52,3.87,3.54,3.68,0
T00001818,Model_A,3.02,3.01,4.06,3.19,0
T00001819,Model_A,3.21,4.03,3.56,3.4,0
T00001820,Model_A,4.19,4.02,3.9,3.99,0
T00001832,Model_A,2.63,3.11,3.19,2.75,0
T00001833,Model_A,3.26,3.67,2.8,3.14,0
T00001837,Model_A,5.0,3.37,3.54,4.12,0
T00001839,Model_A,3.62,3.69,3.4,3.4,0
T00001841,Model_A,3.59,3.38,3.6,3.13,0
T00001849,Model_A,4.13,3.46,3.76,3.82,0
T00001854,Model_A,3.31,4.6,3.56,3.96,0
T00001861,Model_A,3.02,3.38,2.91,3.16,0
T00001862,Model_A,4.05,3.97,3.45,3.84,0
T00001869,Model_A,3.88,3.59,4.03,4.14,0
T00001870,Model_A,4.28,4.53,3.35,3.79,0
T00001873,Model_A,3.56,3.48,3.24,3.42,0
T00001874,Model_A,3.18,4.59,3.19,3.97,0
T00001875,Model_A,3.55,3.31,3.22,3.37,0
T00001876,Model_A,3.29,3.61,3.45,3.63,0
T00001877,Model_A,3.62,3.42,3.12,3.45,0
T00001878,Model_A,3.87,4.11,3.68,4.09,0
T00001886,Model_A,3.82,3.68,2.83,3.5,0
T00001887,Model_A,3.9,4.6,3.34,4.25,0
T00001889,Model_A,2.78,2.96,3.62,3.17,0
T00001894,Model_A,3.27,3.38,3.5,3.26,0
T00001895,Model_A,3.57,3.83,3.42,3.76,0
T00001898,Model_A,3.47,3.3,3.36,3.34,0
T00001903,Model_A,3.46,3.52,3.91,3.78,0
T00001906,Model_A,4.18,3.67,3.8,4.08,0
T00001909,Model_A,3.21,3.46,3.67,3.37,0
T00001911,Model_A,3.63,3.57,3.79,3.57,0
T00001914,Model_A,3.28,4.58,3.85,3.9,0
T00001915,Model_A,3.39,4.38,3.34,3.71,0
T00001916,Model_A,4.04,3.74,3.19,3.73,0
T00001920,Model_A,4.57,3.73,3.95,4.58,0
T00001922,Model_A,2.72,2.89,3.76,2.91,0
T00001925,Model_A,3.16,3.67,3.12,3.54,0
T00001927,Model_A,4.17,4.35,3.57,4.24,0
T00001928,Model_A,4.5,2.96,4.1,3.92,0
T00001932,Model_A,2.89,3.36,3.22,3.14,0
T00001935,Model_A,3.54,2.97,3.89,3.57,0
T00001936,Model_A,3.25,3.32,3.39,3.23,0
T00001938,Model_A,2.79,3.19,3.14,2.68,0
T00001941,Model_A,3.52,3.97,3.62,3.96,0
T00001943,Model_A,4.6,3.48,3.48,3.96,0
T00001946,Model_A,4.0,3.42,4.41,3.91,1
T00001955,Model_A,2.98,3.49,2.98,3.19,0
T00001956,Model_A,3.98,3.39,3.06,3.49,0
T00001958,Model_A,4.15,4.09,2.97,3.78,0
T00001960,Model_A,4.25,4.04,3.49,3.94,0
T00001961,Model_A,4.38,3.59,3.69,3.68,0
T00001963,Model_A,4.23,4.11,2.96,3.72,0
T00001964,Model_A,3.81,2.38,3.59,3.29,0
T00001967,Model_A,3.99,3.32,4.03,3.5,0
T00001969,Model_A,3.11,3.81,3.35,3.47,0
T00001970,Model_A,4.03,3.71,3.57,3.75,0
T00001971,Model_A,2.87,4.35,3.26,3.48,0
T00001974,Model_A,4.32,3.9,3.17,3.71,0
T00001976,Model_A,3.49,2.44,3.81,2.99,0
T00001977,Model_A,3.16,4.17,3.61,3.85,0
T00001979,Model_A,2.82,3.37,2.74,3.26,0
T00001981,Model_A,2.17,3.06,2.74,2.53,0
T00001982,Model_A,3.73,2.9,3.58,3.5,0
T00001989,Model_A,4.21,2.96,3.69,3.6,0
T00001991,Model_A,4.71,3.27,3.84,4.07,0
T00001995,Model_A,4.46,3.98,3.44,4.06,0
T00001997,Model_A,3.15,3.66,2.94,3.38,0
T00001999,Model_A,3.68,2.96,2.71,3.43,0
T00002000,Model_A,3.72,4.44,3.24,3.81,0
T00002001,Model_A,2.7,2.45,4.09,2.91,0
T00002003,Model_A,4.15,3.65,3.68,3.76,0
T00002004,Model_A,2.73,3.71,2.71,2.68,0
T00002005,Model_A,4.84,3.13,2.89,3.77,0
T00002011,Model_A,4.54,2.61,3.01,3.44,0
T00002015,Model_A,3.41,2.21,2.84,2.85,0
T00002016,Model_A,2.75,3.97,3.35,2.99,0
T00002017,Model_A,4.22,4.31,2.08,3.39,0
T00002021,Model_A,3.66,3.28,3.57,3.41,0
T00002028,Model_A,4.12,3.69,4.18,3.95,0
T00002030,Model_A,3.0,4.42,4.29,4.0,0
T00002031,Model_A,4.18,3.63,3.5,3.61,1
T00002036,Model_A,3.13,2.67,3.24,2.94,0
T00002040,Model_A,3.84,3.19,4.01,3.64,0
T00002041,Model_A,3.38,3.76,2.81,3.51,0
T00002042,Model_A,4.27,4.19,3.42,4.06,0
T00002049,Model_A,3.39,3.75,3.11,3.28,0
T00002050,Model_A,3.74,3.37,3.22,3.41,0
T00002051,Model_A,3.32,4.12,3.43,3.74,0
T00002057,Model_A,4.44,4.35,3.07,4.2,0
T00002059,Model_A,2.47,3.16,4.56,3.25,0
T00002060,Model_A,4.05,3.39,3.17,3.88,0
T00002064,Model_A,4.06,3.64,3.69,3.56,0
T00002070,Model_A,3.69,3.77,3.73,3.88,0
T00002073,Model_A,3.97,3.07,3.59,3.59,0
T00002076,Model_A,4.26,3.24,4.03,3.75,0
T00002078,Model_A,4.23,3.85,3.04,4.06,0
T00002080,Model_A,3.72,3.7,3.21,3.6,0
T00002081,Model_A,4.2,3.24,4.26,3.85,0
T00002082,Model_A,3.77,3.17,2.7,3.36,0
T00002084,Model_A,4.06,4.37,3.54,3.7,0
T00002087,Model_A,2.99,3.45,3.94,3.67,0
T00002089,Model_A,3.34,2.74,3.51,3.18,0
T00002090,Model_A,3.27,3.52,2.28,2.77,0
T00002091,Model_A,3.3,3.66,3.26,3.37,0
T00002094,Model_A,3.46,3.4,2.11,2.84,0
T00002095,Model_A,3.37,3.44,4.32,3.98,0
T00002101,Model_A,3.84,3.91,4.11,3.73,0
T00002105,Model_A,3.56,3.17,3.92,3.24,0
T00002107,Model_A,3.64,3.5,2.93,3.51,0
T00002110,Model_A,4.21,3.09,3.11,3.57,0
T00002111,Model_A,3.69,4.13,3.46,3.93,0
T00002112,Model_A,3.23,3.82,3.22,3.47,0
T00002114,Model_A,3.59,3.51,2.93,3.38,0
T00002116,Model_A,3.69,4.16,3.6,3.63,0
T00002117,Model_A,3.88,3.78,3.71,3.78,0
T00002119,Model_A,4.06,3.82,3.31,3.81,0
T00002121,Model_A,3.04,3.47,2.54,3.13,0
T00002123,Model_A,4.58,3.28,3.1,3.73,0
T00002124,Model_A,3.65,3.7,4.44,3.68,0
T00002127,Model_A,3.46,4.33,3.98,3.95,0
T00002129,Model_A,3.9,3.71,3.55,3.44,0
T00002130,Model_A,3.14,3.89,3.11,3.49,0
T00002132,Model_A,3.89,3.79,3.09,3.62,0
T00002140,Model_A,4.65,3.26,3.31,3.86,0
T00002143,Model_A,3.57,3.29,3.42,3.52,0
T00002145,Model_A,3.14,4.28,3.85,4.0,1
T00002148,Model_A,4.2,3.62,4.06,3.92,0
T00002153,Model_A,3.12,3.94,3.52,3.77,0
T00002159,Model_A,3.34,3.85,3.06,3.27,0
T00002161,Model_A,3.58,3.79,2.97,3.71,0
T00002169,Model_A,3.11,3.25,2.4,3.01,0
T00002170,Model_A,4.43,3.75,3.04,3.86,0
T00002172,Model_A,4.03,3.55,3.56,3.82,0
T00002173,Model_A,4.03,3.38,2.74,3.66,1
T00002180,Model_A,3.83,2.51,2.88,3.06,0
T00002186,Model_A,3.35,3.59,3.49,3.42,0
T00002187,Model_A,3.43,3.85,3.45,3.68,0
T00002188,Model_A,3.62,3.35,3.13,3.6,0
T00002191,Model_A,3.88,4.31,2.72,3.51,0
T00002196,Model_A,3.92,3.24,3.43,3.32,0
T00002198,Model_A,2.89,3.98,3.57,3.38,0
T00002201,Model_A,3.37,3.69,4.5,3.73,0
T00002204,Model_A,4.37,3.94,3.23,3.86,0
T00002208,Model_A,2.85,3.8,2.77,3.08,0
T00002209,Model_A,3.4,3.99,3.13,3.45,0
T00002211,Model_A,2.96,4.22,2.97,3.08,0
T00002213,Model_A,3.36,3.66,3.82,3.57,0
T00002216,Model_A,3.02,2.71,3.56,3.1,0
T00002220,Model_A,3.29,2.8,3.81,3.55,0
T00002223,Model_A,3.56,2.85,3.18,3.19,0
T00002225,Model_A,2.58,3.29,3.17,3.14,0
T00002226,Model_A,4.02,3.48,3.78,3.67,0
T00002227,Model_A,3.65,3.98,3.51,3.83,0
T00002228,Model_A,4.08,3.77,2.45,3.51,0
T00002231,Model_A,4.3,3.34,4.01,3.99,0
T00002233,Model_A,3.99,2.53,3.71,3.42,0
T00002238,Model_A,3.45,4.12,3.0,3.61,0
T00002242,Model_A,4.59,3.09,2.98,3.65,0
T00002246,Model_A,3.8,2.35,3.36,3.09,0
T00002250,Model_A,4.45,3.43,3.85,3.75,0
T00002252,Model_A,3.39,3.61,3.84,3.43,0
T00002253,Model_A,3.99,4.01,4.33,4.06,0
T00002256,Model_A,4.02,4.44,4.32,3.99,0
T00002262,Model_A,3.22,3.99,4.41,3.7,0
T00002265,Model_A,4.06,3.08,4.01,3.84,0
T00002267,Model_A,3.89,3.51,3.15,3.29,0
T00002268,Model_A,3.29,3.18,3.02,3.41,0
T00002280,Model_A,4.41,4.64,2.84,4.2,0
T00002281,Model_A,3.45,3.78,2.93,3.2,0
T00002283,Model_A,3.57,3.34,2.66,3.49,0
T00002284,Model_A,3.77,2.77,2.66,3.02,0
T00002293,Model_A,3.38,2.79,2.44,2.88,0
T00002295,Model_A,3.47,3.22,3.03,3.59,0
T00002299,Model_A,3.62,3.97,4.11,3.67,0
T00002302,Model_A,4.15,3.61,3.19,3.86,0
T00002305,Model_A,3.4,3.83,2.68,3.04,0
T00002307,Model_A,3.97,3.89,3.62,3.78,0
T00002312,Model_A,3.22,4.17,2.72,3.1,0
T00002313,Model_A,3.51,3.73,3.85,3.56,0
T00002315,Model_A,3.19,3.65,3.06,3.26,0
T00002316,Model_A,3.87,2.98,3.88,3.44,0
T00002320,Model_A,2.86,3.31,3.91,3.63,0
T00002321,Model_A,3.0,3.52,4.09,3.43,1
T00002323,Model_A,3.89,3.49,3.35,3.34,0
T00002328,Model_A,3.41,3.8,3.94,3.52,0
T00002329,Model_A,3.95,2.69,3.58,3.41,0
T00002333,Model_A,3.71,3.47,3.73,3.61,0
T00002335,Model_A,3.89,3.97,3.3,3.68,0
T00002336,Model_A,3.29,3.27,4.15,3.58,0
T00002337,Model_A,3.73,3.81,3.28,3.55,0
T00002338,Model_A,3.63,3.43,3.35,3.52,0
T00002340,Model_A,3.26,2.99,3.85,3.1,0
T00002341,Model_A,3.3,3.67,2.84,3.36,0
T00002342,Model_A,3.84,4.12,3.34,3.91,0
T00002343,Model_A,3.42,2.99,3.44,3.3,0
T00002350,Model_A,4.26,3.29,3.91,3.58,0
T00002352,Model_A,4.21,3.76,4.01,4.19,0
T00002353,Model_A,3.83,3.06,2.86,3.37,0
T00002361,Model_A,4.04,3.73,3.64,3.83,0
T00002364,Model_A,3.79,3.86,3.02,3.3,0
T00002365,Model_A,3.51,4.11,4.27,4.12,0
T00002369,Model_A,4.07,3.97,3.62,3.73,0
T00002372,Model_A,4.15,3.79,3.77,3.87,0
T00002374,Model_A,3.95,3.93,2.79,3.64,0
T00002375,Model_A,3.74,2.78,3.65,3.2,0
T00002376,Model_A,4.4,3.68,3.47,3.51,0
T00002379,Model_A,3.54,3.8,3.22,3.51,0
T00002385,Model_A,3.4,4.04,3.2,3.66,0
T00002386,Model_A,3.39,3.92,3.62,3.21,0
T00002389,Model_A,3.52,3.22,3.95,3.28,0
T00002390,Model_A,4.16,3.05,2.78,3.54,0
T00002394,Model_A,3.09,3.84,3.33,3.59,0
T00002395,Model_A,2.54,3.73,3.19,3.14,0
T00002396,Model_A,4.08,3.13,2.92,3.52,0
T00002400,Model_A,4.07,3.46,3.5,3.75,0
T00002401,Model_A,3.33,4.1,3.95,3.87,0
T00002402,Model_A,3.86,3.6,2.82,3.23,0
T00002413,Model_A,3.24,3.58,3.53,3.17,0
T00002416,Model_A,4.15,4.14,3.12,3.82,0
T00002419,Model_A,3.26,3.73,3.32,3.13,0
T00002420,Model_A,3.6,3.62,3.57,3.67,0
T00002429,Model_A,3.09,3.77,3.62,3.53,0
T00002434,Model_A,3.96,3.11,3.46,3.55,0
T00002437,Model_A,3.53,4.24,3.73,3.68,0
T00002440,Model_A,4.03,2.89,3.94,3.75,0
T00002443,Model_A,2.87,3.71,3.96,3.39,0
T00002447,Model_A,3.5,4.23,3.62,4.05,0
T00002461,Model_A,3.73,4.0,3.75,3.79,0
T00002462,Model_A,3.07,3.79,3.73,3.15,0
T00002464,Model_A,3.91,3.68,3.39,3.54,0
T00002467,Model_A,4.04,4.31,3.21,3.76,0
T00002468,Model_A,4.26,3.11,4.12,4.17,0
T00002472,Model_A,2.73,3.72,3.97,3.38,0
T00002477,Model_A,2.43,3.82,3.62,3.56,0
T00002481,Model_A,3.57,3.73,3.36,3.73,0
T00002483,Model_A,4.03,3.33,4.02,3.76,0
T00002486,Model_A,3.45,3.24,3.95,3.18,0
T00002488,Model_A,3.73,3.12,3.51,3.52,0
T00002491,Model_A,3.29,3.43,2.71,2.87,0
T00002492,Model_A,3.41,2.65,4.23,3.45,0
T00002495,Model_A,3.95,4.29,3.95,4.01,0
T00002496,Model_A,3.26,3.69,2.23,3.09,0
T00002497,Model_A,2.91,2.4,3.65,2.9,0
T00002498,Model_A,3.73,3.55,4.1,3.93,0
T00002499,Model_A,3.63,3.44,3.71,3.84,0
T00002501,Model_A,4.36,3.36,3.73,3.84,0
T00002502,Model_A,3.56,4.05,3.07,3.86,0
T00002503,Model_A,3.39,3.78,3.65,3.46,0
T00002504,Model_A,3.8,3.35,3.31,3.55,0
T00002507,Model_A,3.96,2.89,4.31,3.7,0
T00002508,Model_A,3.37,3.11,3.45,3.36,0
T00002512,Model_A,3.24,3.45,3.12,3.31,0
T00002514,Model_A,3.71,3.72,4.43,3.66,0
T00002515,Model_A,3.77,3.85,4.1,4.13,0
T00002516,Model_A,3.5,3.41,4.96,3.93,0
T00002518,Model_A,3.34,3.57,3.29,3.17,0
T00002519,Model_A,2.92,3.69,3.53,3.37,0
T00002520,Model_A,3.27,3.94,3.09,3.31,0
T00002522,Model_A,3.44,3.42,3.04,3.46,0
T00002524,Model_A,2.43,2.83,2.82,2.71,0
T00002528,Model_A,3.79,3.51,4.17,3.8,0
T00002530,Model_A,3.74,3.76,2.93,3.74,0
T00002534,Model_A,3.95,3.34,4.27,3.96,0
T00002537,Model_A,3.28,3.37,4.19,3.67,0
T00002541,Model_A,3.02,3.0,3.48,3.2,0
T00002544,Model_A,3.17,3.31,3.31,3.3,0
T00002545,Model_A,4.2,3.99,3.55,4.27,0
T00002546,Model_A,4.8,3.92,3.28,4.17,0
T00002550,Model_A,3.17,3.66,2.81,3.11,0
T00002552,Model_A,3.86,3.65,4.07,3.76,0
T00002557,Model_A,2.78,3.0,3.2,3.2,0
T00002562,Model_A,2.69,3.07,2.94,3.07,0
T00002567,Model_A,4.34,2.62,2.95,3.12,0
T00002570,Model_A,4.5,3.73,3.58,3.86,0
T00002576,Model_A,3.71,4.32,4.18,4.09,0
T00002577,Model_A,4.35,3.61,3.18,3.91,0
T00002578,Model_A,3.34,3.47,3.29,3.48,0
T00002581,Model_A,2.88,2.57,3.47,2.83,0
T00002583,Model_A,4.27,2.96,3.04,3.66,0
T00002589,Model_A,3.73,3.48,3.97,3.77,0
T00002592,Model_A,3.83,3.87,4.06,3.86,0
T00002596,Model_A,4.01,3.55,4.09,3.99,0
T00002600,Model_A,3.35,3.78,3.31,3.54,0
T00002602,Model_A,4.05,4.01,3.93,4.23,0
T00002604,Model_A,2.25,3.48,3.52,2.82,0
T00002605,Model_A,3.1,3.06,3.03,3.04,0
T00002607,Model_A,3.96,4.3,2.97,3.72,0
T00002610,Model_A,2.75,3.58,4.05,3.45,0
T00002613,Model_A,3.47,3.63,4.1,3.85,0
T00002619,Model_A,4.22,3.87,3.38,3.92,1
T00002620,Model_A,3.59,3.64,4.23,3.81,0
T00002622,Model_A,3.54,3.44,3.07,3.23,0
T00002624,Model_A,4.84,3.34,3.57,4.12,0
T00002625,Model_A,3.68,4.29,3.62,4.0,0
T00002628,Model_A,2.61,3.65,3.64,3.1,1
T00002629,Model_A,3.74,3.5,3.39,3.68,0
T00002630,Model_A,3.39,4.0,3.95,4.03,0
T00002632,Model_A,2.68,4.04,3.98,3.68,0
T00002634,Model_A,2.76,4.01,3.72,3.48,0
T00002637,Model_A,4.4,2.93,3.25,3.57,1
T00002638,Model_A,4.04,4.03,3.47,3.63,0
T00002639,Model_A,3.73,3.59,2.77,3.4,0
T00002640,Model_A,3.05,3.88,3.37,3.24,0
T00002643,Model_A,3.91,3.73,4.23,3.76,0
T00002645,Model_A,3.67,3.66,3.1,3.8,0
T00002647,Model_A,4.26,2.94,2.99,3.18,0
T00002649,Model_A,3.12,3.1,2.83,3.38,0
T00002658,Model_A,3.54,3.39,2.85,3.39,0
T00002667,Model_A,3.46,3.84,3.72,3.51,0
T00002669,Model_A,3.14,4.42,3.03,3.63,0
T00002671,Model_A,1.98,3.65,3.38,2.8,0
T00002673,Model_A,3.34,3.15,3.61,3.63,0
T00002674,Model_A,3.44,4.29,4.5,3.87,0
T00002676,Model_A,2.77,4.3,3.89,3.58,0
T00002679,Model_A,3.25,3.86,3.45,3.79,0
T00002680,Model_A,3.71,3.79,3.07,3.81,0
T00002683,Model_A,4.09,3.2,3.77,3.61,0
T00002689,Model_A,4.2,3.72,2.76,3.71,0
T00002693,Model_A,2.9,3.92,4.04,3.65,0
T00002702,Model_A,3.8,3.42,3.48,3.53,0
T00002705,Model_A,3.48,2.48,3.42,3.2,0
T00002708,Model_A,3.73,3.64,3.98,3.92,0
T00002709,Model_A,3.54,4.21,2.31,3.33,0
T00002710,Model_A,4.19,4.15,3.75,4.1,0
T00002712,Model_A,3.47,3.41,4.06,3.69,0
T00002717,Model_A,3.89,3.58,4.11,3.94,0
T00002718,Model_A,3.37,3.98,3.4,3.47,0
T00002719,Model_A,4.17,3.84,2.86,3.79,0
T00002721,Model_A,4.51,3.1,3.4,3.88,0
T00002727,Model_A,4.17,3.64,4.38,4.3,0
T00002729,Model_A,4.06,3.92,2.86,3.53,0
T00002730,Model_A,3.02,4.05,2.52,3.21,0
T00002731,Model_A,3.35,2.98,2.62,2.61,1
T00002734,Model_A,3.7,3.64,2.94,3.41,0
T00002736,Model_A,3.13,3.32,4.09,3.5,0
T00002738,Model_A,3.94,3.5,3.57,3.82,0
T00002741,Model_A,3.56,4.18,3.62,3.75,0
T00002744,Model_A,2.3,4.41,3.53,3.44,0
T00002746,Model_A,3.14,3.52,2.97,3.09,0
T00002749,Model_A,3.39,3.6,4.03,3.62,0
T00002757,Model_A,3.58,3.08,3.79,3.54,0
T00002759,Model_A,3.3,3.82,3.49,3.52,0
T00002761,Model_A,3.12,3.56,3.53,3.46,0
T00002762,Model_A,2.58,3.95,3.95,3.52,0
T00002764,Model_A,3.15,3.57,3.36,3.57,0
T00002768,Model_A,3.39,3.14,4.07,3.25,0
T00002769,Model_A,3.91,3.92,3.8,3.93,0
T00002773,Model_A,3.25,3.6,3.61,3.37,0
T00002776,Model_A,3.4,3.45,3.72,3.61,0
T00002777,Model_A,3.8,3.86,4.58,3.96,0
